CGPA,Projects,Internships,DSA_Solved,Certifications,Communication_Score,Package
7.24,4,2,281,1,9,14.9
9.3,1,2,561,3,2,17.4
9.82,1,2,257,3,9,16.5
9.28,5,2,359,5,10,20.3
6.01,2,0,439,4,9,11.4
8.55,2,1,269,3,9,15.0
6.2,3,2,133,5,10,13.2
7.03,5,3,103,5,10,16.0
6.24,5,2,94,5,4,12.4
8.42,2,1,572,3,10,17.5
8.75,5,3,479,3,3,19.4
6.46,2,3,240,3,6,12.8
7.54,5,3,12,2,3,14.0
7.82,1,0,146,5,9,11.4
7.48,2,2,600,2,3,14.6
6.48,2,0,94,1,2,7.4
7.68,4,3,292,3,8,16.5
9.0,5,0,24,4,6,13.6
6.28,5,0,271,0,8,11.0
6.32,2,0,504,1,7,11.2
7.42,1,2,165,0,3,10.5
9.77,1,3,86,0,8,14.3
8.67,1,3,490,3,10,18.4
8.71,5,2,140,4,1,15.4
7.45,4,0,102,0,1,8.8
8.37,2,0,225,5,10,14.1
6.04,3,1,574,0,8,13.4
8.54,4,1,293,1,9,15.8
9.65,3,1,305,4,10,17.5
8.45,4,2,253,4,6,16.2
9.49,1,3,179,0,5,16.2
8.9,5,1,39,4,2,13.7
6.48,3,3,519,1,9,16.0
9.61,4,3,545,1,6,21.1
6.27,5,3,235,1,8,15.1
8.14,3,2,462,5,9,17.7
6.57,2,2,227,3,9,12.4
6.05,4,2,482,0,8,13.2
7.69,2,2,429,4,10,16.4
7.18,1,1,21,1,8,9.6
7.94,2,0,342,0,3,10.7
8.31,2,0,39,0,3,9.9
6.17,4,0,172,3,2,8.7
6.49,1,1,438,5,1,11.0
8.23,2,0,178,4,4,11.2
7.37,5,1,597,5,2,15.6
8.92,3,1,132,4,2,13.3
8.61,2,1,350,1,5,14.1
9.38,1,0,524,1,4,14.4
8.77,2,3,539,0,1,16.9
7.72,3,0,505,4,9,14.8
8.69,1,0,83,4,4,10.1
7.1,4,2,463,5,5,16.1
7.23,1,1,342,1,7,11.8
9.16,4,3,279,2,2,17.2
7.79,1,2,262,0,8,13.1
9.19,3,3,165,4,2,16.8
9.29,3,3,292,3,10,19.7
9.43,1,1,508,3,5,16.8
9.67,2,0,579,2,2,16.2
7.72,3,1,225,1,2,11.7
7.28,4,1,169,1,4,11.6
8.33,4,2,597,1,4,18.6
7.48,5,1,447,5,8,17.1
8.4,4,0,501,3,6,15.2
8.82,5,3,526,1,10,20.2
8.75,1,1,378,3,8,15.0
7.5,1,3,200,2,7,14.0
6.67,1,1,249,0,10,11.0
7.72,2,3,408,5,4,15.8
6.57,2,1,600,4,2,13.4
9.56,5,2,124,2,9,18.4
7.38,4,3,112,3,2,13.9
6.62,4,1,136,2,1,9.9
6.1,1,1,495,4,8,12.3
8.58,3,2,149,5,10,16.3
8.55,2,2,342,0,9,16.1
7.36,2,2,579,4,1,15.3
6.29,1,3,320,5,7,13.5
7.64,2,3,531,3,2,17.4
7.24,1,2,288,4,6,12.4
8.71,5,0,488,2,5,16.0
8.42,4,0,491,1,1,13.4
7.46,3,1,251,2,2,11.7
6.87,4,0,76,3,2,8.0
9.95,4,1,391,0,10,19.0
7.82,5,3,411,4,10,20.1
8.75,2,3,172,0,6,15.2
6.56,3,0,200,3,1,8.5
7.94,2,3,216,4,4,15.2
6.11,4,2,375,5,10,15.4
8.02,1,2,585,5,5,17.2
9.86,4,0,10,2,2,12.6
7.54,2,0,11,2,2,7.9
6.16,4,1,589,3,7,15.0
6.12,1,3,434,5,7,14.7
7.55,5,1,372,4,6,15.4
6.64,2,1,272,5,1,10.7
6.09,4,2,575,2,3,14.2
9.02,2,2,508,3,9,18.8
7.83,5,2,131,5,10,17.1
7.16,4,2,318,3,1,13.3
9.6,4,1,167,5,2,15.3
6.46,2,2,396,0,8,12.8
9.82,2,3,179,5,7,18.2
7.26,1,2,57,2,9,11.0
9.55,5,2,479,4,10,22.0
8.41,1,2,590,2,4,16.0
9.31,4,0,459,2,4,15.0
9.94,2,3,60,2,7,17.2
7.15,4,3,368,3,1,14.8
9.84,4,1,120,1,10,16.7
7.56,3,1,545,1,9,16.0
7.54,3,2,581,0,2,15.0
7.36,4,0,16,2,1,7.7
8.17,2,1,495,1,7,13.9
6.62,4,1,496,0,6,12.9
8.21,3,2,504,3,3,16.4
8.17,2,2,531,2,1,15.8
9.05,4,1,314,4,5,16.5
9.33,5,1,68,3,10,17.7
7.76,5,3,160,0,4,14.0
7.21,4,0,144,3,5,10.8
7.04,2,3,568,4,1,15.4
6.78,4,1,594,3,1,14.0
6.23,4,3,384,0,5,14.8
7.37,3,3,268,4,6,16.5
7.08,5,1,453,4,5,15.2
9.87,3,2,517,3,2,19.2
8.23,3,1,349,4,9,15.9
7.39,4,2,109,3,5,12.6
8.32,3,1,482,2,5,15.4
6.56,5,1,406,4,10,15.0
7.78,3,1,50,3,9,12.4
8.5,5,0,402,2,3,14.1
7.96,3,2,562,4,5,17.4
7.61,5,0,475,2,5,14.5
9.98,3,1,86,5,2,15.3
9.52,3,3,67,4,4,16.8
8.49,2,0,595,5,2,15.8
8.28,5,2,41,0,5,14.7
8.48,5,1,56,0,10,13.9
6.81,5,0,195,3,2,10.9
7.58,1,3,61,1,10,14.2
6.16,3,0,262,5,9,11.6
7.9,5,2,111,5,10,16.7
8.17,1,0,177,0,6,9.1
6.91,2,3,25,5,8,12.8
9.86,5,3,409,1,9,21.3
9.64,5,2,530,2,8,21.6
8.89,1,3,316,2,5,15.8
8.13,3,1,531,1,5,15.2
9.48,2,3,105,5,6,17.5
6.52,5,1,463,5,1,13.3
9.16,3,0,245,5,8,15.4
6.5,2,1,80,3,2,8.5
9.18,4,1,395,4,6,17.9
7.1,4,0,521,1,9,14.3
9.51,2,3,263,1,3,16.8
9.78,1,1,273,1,2,13.8
6.6,2,3,171,1,10,12.3
7.85,2,0,264,1,5,11.0
9.92,1,2,25,5,9,16.1
7.93,1,3,468,3,6,16.9
9.45,3,3,475,0,8,19.4
8.35,3,2,355,5,8,17.3
7.5,1,2,25,5,7,12.0
7.14,4,0,33,4,5,9.7
6.81,4,3,263,0,2,12.5
9.05,2,3,137,1,10,16.7
7.55,5,0,565,0,10,16.1
8.05,2,3,461,3,5,16.7
7.97,2,1,167,2,7,12.2
8.31,5,1,80,5,7,15.2
9.46,1,1,406,0,2,14.5
9.92,4,3,573,4,7,22.8
7.63,2,1,45,3,6,11.1
9.31,5,1,598,2,7,19.8
9.06,3,0,52,3,8,13.3
8.29,2,0,475,1,4,12.4
9.82,4,2,591,2,1,20.3
6.8,1,2,15,4,8,10.9
6.44,2,2,359,2,8,13.3
9.42,2,2,486,4,3,17.4
7.76,5,0,501,1,3,13.9
9.39,3,0,140,4,5,13.9
9.57,3,0,446,3,3,14.7
6.25,1,1,289,0,5,8.5
9.53,4,1,208,3,8,16.3
7.79,1,2,474,5,1,13.8
8.04,2,1,412,3,2,13.5
8.51,2,3,426,2,2,16.3
9.71,3,0,370,1,4,15.6
6.08,4,2,289,5,9,13.7
7.91,5,2,431,5,2,17.1
8.75,4,3,267,5,9,18.8
8.89,2,1,150,0,7,12.1
8.77,5,2,254,4,10,18.8
6.54,4,1,352,2,8,13.4
7.2,4,1,376,1,1,12.5
7.43,5,3,357,0,5,15.4
9.22,2,2,369,3,9,17.8
7.12,4,1,226,1,4,11.9
6.84,5,1,302,5,2,13.6
9.83,2,3,388,1,6,19.0
6.04,5,3,376,1,2,14.2
9.99,5,1,117,3,3,16.6
8.71,4,3,4,4,8,16.6
9.31,2,1,443,2,3,15.8
7.18,4,2,351,5,2,15.1
6.06,1,0,532,4,6,11.1
8.95,1,3,123,0,3,14.2
9.34,2,0,276,5,1,13.9
8.96,5,1,393,2,3,16.1
6.57,4,1,359,0,6,11.4
9.01,4,1,468,3,3,16.8
9.08,2,0,56,4,9,12.4
8.63,2,1,250,5,7,14.9
9.06,1,3,149,1,5,14.8
9.38,3,2,451,2,2,17.9
8.45,2,2,161,5,9,15.8
6.35,3,3,119,1,5,12.2
7.95,2,2,581,5,7,17.4
6.31,5,0,350,0,9,12.5
7.63,5,1,98,1,4,12.4
7.63,1,1,166,1,9,11.6
6.26,1,1,513,5,1,10.4
7.4,3,0,400,3,6,13.3
6.44,2,0,364,3,2,10.3
9.23,4,0,576,4,8,18.3
9.79,1,3,325,0,5,17.0
6.29,4,0,580,3,3,12.1
9.82,4,2,246,5,2,16.9
8.09,2,3,433,3,8,17.3
7.2,3,3,92,4,7,15.0
6.31,2,3,267,2,9,14.0
8.0,1,0,320,4,8,12.2
9.18,4,3,61,1,4,15.5
8.83,2,0,299,1,2,13.0
6.2,2,0,402,3,2,8.9
6.29,2,3,566,3,2,14.1
7.61,1,1,302,4,6,12.4
7.18,3,1,252,4,7,12.3
6.93,2,3,477,5,6,16.0
7.12,1,1,368,0,2,9.9
9.21,4,2,159,5,4,16.2
9.72,5,2,165,1,3,17.3
7.62,1,0,204,5,4,9.8
9.62,5,1,266,4,5,17.4
7.29,2,2,137,5,7,12.7
7.91,2,3,367,2,9,16.6
6.9,1,1,442,0,2,10.0
8.56,5,2,566,4,8,20.3
9.92,2,2,16,3,3,14.7
8.41,4,3,67,5,9,17.9
7.43,3,0,132,4,10,11.7
8.59,3,3,429,3,4,18.7
6.49,2,0,307,3,3,8.9
9.55,5,2,173,1,10,18.0
8.01,2,0,411,1,6,13.4
7.8,5,2,96,4,10,17.3
8.34,4,2,153,4,9,17.1
8.5,5,1,241,2,7,15.4
6.29,2,0,303,0,4,8.6
8.73,4,0,284,0,3,13.1
6.97,1,0,26,4,10,9.4
8.86,3,3,401,1,4,16.9
9.29,2,1,359,5,3,15.8
9.22,2,1,59,2,3,12.0
8.21,2,1,201,0,9,12.3
8.08,4,3,580,4,4,19.1
6.57,1,0,369,1,9,10.4
9.1,5,0,532,1,10,18.5
7.09,1,0,151,1,5,8.1
7.99,4,1,101,5,7,13.9
7.14,2,1,445,3,5,13.5
6.54,3,2,228,5,1,11.9
8.52,2,3,124,1,2,13.8
6.22,5,3,235,4,5,14.5
8.99,3,1,161,2,6,14.2
7.27,2,2,553,5,7,15.9
6.0,3,0,352,4,2,9.6
8.04,1,1,67,1,10,12.2
6.19,4,3,172,2,9,13.8
7.1,2,3,558,0,6,15.2
8.83,5,3,260,0,2,17.4
6.25,1,0,216,4,2,8.0
9.36,2,3,123,2,3,15.8
6.02,1,0,161,4,1,7.0
6.99,5,0,200,2,9,11.6
8.96,2,0,453,2,10,15.9
7.27,5,1,401,4,4,15.5
6.41,3,0,461,2,5,11.0
7.44,5,2,274,5,7,15.3
7.08,3,3,205,1,1,12.6
9.37,2,1,39,2,3,12.4
7.25,3,3,272,5,3,14.2
9.16,2,0,92,2,2,11.3
9.57,2,1,41,5,8,15.1
7.74,4,2,464,4,5,16.1
9.64,2,0,378,0,1,14.1
7.51,3,3,106,3,2,13.5
9.86,4,2,327,2,1,16.4
6.36,4,0,64,3,6,9.5
8.75,2,2,364,2,9,17.1
7.98,5,0,483,4,7,16.7
7.55,5,1,23,4,5,12.1
8.53,4,0,539,5,3,16.4
8.82,2,1,61,2,8,12.8
6.02,5,0,490,4,10,13.6
6.67,2,0,272,4,4,9.4
8.85,2,3,228,2,9,16.0
8.67,4,2,19,5,5,15.2
9.86,4,2,2,5,6,16.7
9.04,1,2,420,5,5,15.6
9.8,5,0,306,5,10,18.4
8.81,5,0,431,0,7,16.2
7.19,5,0,135,2,7,10.8
6.42,3,1,514,0,1,10.9
9.13,2,1,192,4,2,13.8
8.58,4,3,584,0,7,18.3
6.19,5,0,414,5,8,13.1
7.44,1,2,117,4,4,11.7
9.83,5,2,208,0,6,17.3
8.0,2,3,33,0,10,13.2
7.73,2,2,317,2,3,12.7
7.83,4,3,119,0,7,13.9
6.84,3,0,524,4,3,12.1
7.47,4,2,580,5,7,18.7
7.48,5,0,88,2,8,13.0
6.21,1,1,511,0,3,10.2
9.07,4,2,46,2,2,14.5
7.67,3,1,521,3,6,14.9
9.29,4,2,283,2,4,15.8
9.4,2,0,376,5,8,17.0
6.85,5,3,133,3,2,13.3
8.63,5,0,247,3,4,14.4
7.89,5,0,317,2,2,12.8
9.52,5,0,435,4,2,17.2
6.86,5,2,175,5,2,13.8
8.71,5,3,585,4,1,20.2
8.43,1,1,350,5,4,14.2
7.18,3,0,142,5,2,10.6
6.55,5,2,397,4,9,15.9
8.61,3,1,368,1,9,16.4
8.95,5,0,500,3,7,17.0
7.26,4,1,369,2,6,13.8
8.58,5,0,578,4,3,17.0
7.58,2,1,381,4,7,13.2
8.85,1,1,85,2,1,11.5
6.8,4,3,459,3,9,17.5
9.56,4,3,324,2,4,20.4
7.15,2,0,521,5,6,14.4
7.47,5,2,488,1,6,16.6
6.23,1,3,396,5,3,14.1
6.45,4,1,354,1,4,12.1
8.06,1,3,287,2,10,16.1
7.07,4,3,458,5,3,15.9
9.34,5,0,535,3,6,17.2
6.06,4,3,290,5,1,13.4
7.52,4,3,167,4,8,15.8
7.35,3,1,427,1,8,14.1
6.08,5,3,489,1,9,17.1
6.5,2,1,354,3,6,12.1
7.65,2,3,195,1,1,12.3
7.97,5,3,544,1,3,18.7
7.62,2,2,10,3,1,10.1
8.12,5,3,581,5,5,19.9
8.38,2,1,255,2,3,12.8
6.04,3,1,395,5,2,11.1
7.86,2,0,408,4,3,12.1
9.85,4,0,361,4,9,18.3
8.08,5,2,258,1,8,16.5
8.71,1,1,2,4,3,10.9
7.25,1,1,83,2,2,7.9
9.1,5,1,155,1,5,14.5
9.09,3,2,175,4,1,15.9
8.09,2,1,471,0,4,14.0
9.9,3,0,423,0,8,17.0
6.5,1,2,133,0,1,8.4
6.07,5,0,379,0,5,10.5
9.08,5,0,276,5,4,16.0
9.23,3,2,235,0,6,16.3
6.48,3,3,12,1,7,11.3
7.06,2,3,341,3,9,15.2
6.07,4,0,34,5,1,7.0
7.17,4,3,558,3,10,18.5
9.09,2,1,213,1,4,13.6
8.07,4,2,411,1,6,15.9
7.39,1,0,404,2,10,12.7
7.49,4,1,493,5,7,17.3
6.01,2,3,158,3,7,12.0
7.2,4,1,109,0,8,11.5
8.59,5,3,548,1,10,21.2
9.9,3,0,525,0,8,16.8
9.39,1,1,346,3,8,15.5
6.09,5,2,278,5,8,14.2
9.59,5,0,478,4,8,18.1
9.13,2,1,110,4,6,14.4
9.12,3,1,430,1,9,16.7
7.83,3,3,541,2,3,17.6
7.59,1,0,114,0,6,8.9
7.21,2,0,89,1,5,8.5
6.26,1,0,211,2,8,8.9
6.91,4,0,549,0,4,11.9
6.99,5,3,594,3,4,17.6
7.94,1,2,538,4,10,17.5
8.99,5,0,359,2,10,15.6
7.9,2,3,485,0,5,16.0
6.23,4,2,371,1,6,13.5
9.83,2,2,214,0,4,16.0
9.77,4,3,14,1,2,16.6
9.14,4,0,258,4,2,14.1
9.97,5,2,462,4,3,20.6
8.18,2,0,119,0,2,8.8
9.85,2,0,127,0,1,11.3
6.3,1,1,522,1,8,12.7
7.46,2,0,324,1,5,10.8
6.9,1,1,319,2,10,12.1
6.78,3,2,505,2,1,13.0
6.56,3,3,525,2,9,16.8
8.49,3,1,49,0,8,12.8
9.13,2,3,583,5,4,20.3
8.31,2,2,68,5,8,13.8
6.59,1,0,390,5,10,12.4
9.24,4,2,382,5,7,18.7
8.54,1,3,15,2,7,13.7
7.55,3,2,438,0,1,12.7
8.7,1,0,567,5,6,15.3
7.04,4,2,131,4,4,12.4
7.38,2,0,559,3,10,14.2
9.67,1,1,247,4,10,16.3
7.16,3,3,272,0,10,15.5
7.88,3,0,348,0,2,11.6
9.56,2,0,483,3,10,15.9
8.83,1,2,549,1,7,17.3
6.25,4,1,356,1,9,12.7
6.59,2,0,317,1,5,9.1
6.03,1,1,47,2,8,7.6
8.52,5,1,9,1,5,12.8
7.79,3,2,232,2,7,14.5
6.54,4,0,35,2,7,9.3
9.83,4,2,412,1,9,19.5
8.12,4,3,461,1,3,15.9
6.97,3,3,3,3,1,11.0
8.0,1,0,43,5,2,8.6
8.72,2,1,567,3,6,17.7
6.3,1,0,553,2,10,11.9
7.1,2,0,254,3,10,11.9
9.23,4,3,113,2,9,18.2
7.84,1,3,396,0,3,14.3
8.19,4,1,173,2,10,14.4
7.73,5,1,254,2,2,12.9
6.18,4,0,465,3,1,9.8
6.66,4,2,276,5,2,13.3
7.78,2,0,463,0,3,11.7
6.84,5,1,501,4,7,15.6
6.2,4,2,440,4,2,13.6
9.37,4,3,68,5,5,17.0
9.92,5,1,508,4,2,18.9
9.17,5,1,325,0,7,16.2
9.42,1,2,66,1,10,15.0
6.97,2,1,303,0,8,11.5
9.84,5,1,483,3,8,19.7
6.79,5,1,547,2,8,15.5
9.81,3,1,416,2,10,17.9
9.98,5,1,158,3,9,17.7
8.85,2,1,148,3,1,12.6
9.92,4,1,26,2,1,13.1
8.28,4,1,583,5,10,18.9
7.04,4,3,247,1,2,13.2
7.75,4,1,100,1,6,11.4
8.37,3,3,95,1,1,14.4
6.29,5,3,383,3,5,16.1
8.49,4,0,281,2,5,13.2
9.92,1,0,321,5,4,14.7
6.76,4,3,395,2,5,14.4
9.17,5,3,277,2,1,16.9
9.63,4,1,528,5,6,19.0
9.77,3,0,262,0,7,14.5
9.84,2,2,579,5,8,20.7
8.09,2,0,292,0,2,10.6
9.91,5,3,293,4,7,21.3
9.03,2,3,394,0,6,17.4
6.65,2,1,512,1,9,12.7
7.91,1,1,179,1,8,11.8
8.87,5,0,234,5,4,15.2
6.99,5,1,336,1,9,14.0
8.56,2,2,7,1,1,10.4
8.67,2,2,442,4,6,17.7
6.65,2,1,538,1,8,13.3
8.26,3,2,90,3,4,12.1
9.09,4,2,271,3,2,17.3
8.0,3,0,4,3,2,9.2
6.05,5,2,593,0,10,17.2
6.04,1,3,218,5,1,11.2
7.43,4,3,117,5,5,15.0
9.7,1,0,592,2,6,16.3
6.91,5,1,581,4,4,15.3
8.54,5,0,114,3,4,12.9
6.89,1,1,262,3,5,11.6
7.29,1,1,305,1,5,10.5
9.39,1,1,421,3,9,16.9
8.92,5,1,206,1,8,15.4
6.38,2,1,302,1,9,11.1
7.71,1,0,111,2,3,9.6
6.12,4,1,416,0,3,11.4
7.92,5,2,554,1,1,16.9
8.65,3,2,284,1,10,16.5
6.47,3,1,184,5,6,12.8
7.16,4,2,220,2,4,12.7
7.59,2,3,443,1,8,15.5
9.68,1,0,116,4,2,12.8
9.97,5,0,69,0,2,13.1
6.18,1,1,69,4,7,9.0
9.04,5,1,426,3,5,18.4
7.49,3,3,567,0,1,15.9
7.57,1,1,442,3,7,14.7
9.02,4,2,600,5,7,20.7
9.67,2,3,136,1,10,17.1
9.8,4,2,503,2,6,18.7
8.31,2,0,130,4,4,11.3
7.43,1,2,217,3,8,11.9
9.15,1,0,170,1,2,10.9
7.0,2,2,474,4,2,14.6
8.26,3,0,128,4,2,11.2
7.43,5,1,56,5,3,12.4
8.63,4,2,180,5,6,16.9
6.96,4,0,245,3,1,10.5
6.77,4,2,143,1,2,11.7
9.67,1,3,50,2,10,16.4
6.41,4,1,367,3,2,10.7
8.02,5,0,458,4,1,15.0
6.88,5,3,217,4,3,14.7
6.16,2,2,566,0,10,13.7
6.14,1,3,256,1,7,11.9
6.7,5,2,155,0,1,11.3
9.47,3,1,564,5,7,18.8
7.13,1,3,441,2,5,13.9
9.8,1,1,24,3,9,14.3
8.33,5,0,535,4,2,15.3
7.75,3,2,59,1,1,11.2
8.32,2,2,466,4,9,17.7
8.07,5,1,433,5,8,18.0
9.04,3,1,65,0,10,14.9
7.13,1,0,564,0,6,11.7
7.41,3,3,105,3,5,13.5
9.58,1,2,95,1,8,15.5
9.79,5,2,550,5,8,22.8
9.57,5,0,167,1,5,14.6
7.68,4,0,41,3,7,11.3
9.12,4,1,103,5,1,14.1
7.91,4,1,203,5,4,13.9
7.99,5,3,519,0,2,17.4
6.82,2,0,281,0,10,9.9
8.36,5,3,42,0,3,14.5
6.74,3,0,109,4,1,9.4
7.33,5,2,209,2,2,13.0
9.42,5,0,48,0,1,11.9
6.83,1,0,114,2,8,8.2
6.28,1,2,154,2,4,10.1
6.28,1,0,502,1,3,9.8
9.76,5,3,70,3,1,16.6
8.03,2,1,518,4,2,13.5
7.64,3,1,335,2,3,13.2
9.24,3,3,66,4,3,15.3
9.34,2,2,492,1,6,18.0
7.33,2,0,212,0,10,10.3
8.77,3,3,180,5,8,18.1
9.08,4,1,598,2,6,18.6
8.62,1,1,247,3,2,12.1
6.61,1,3,213,5,2,11.6
9.5,3,1,358,1,7,16.7
8.16,2,3,248,4,1,14.4
7.13,4,1,515,0,1,13.5
7.7,3,3,87,4,7,14.4
6.15,1,0,175,3,9,8.8
6.51,5,0,425,2,5,12.1
9.06,2,0,80,3,1,10.8
6.0,5,0,137,4,5,9.4
7.67,3,1,432,4,1,13.6
8.09,1,2,469,5,10,15.9
6.22,4,3,349,3,9,15.1
9.89,5,2,125,3,4,17.1
6.9,4,1,308,3,9,13.8
7.22,1,1,229,0,2,9.9
7.22,5,2,459,4,7,16.8
6.92,4,2,344,1,2,13.7
6.01,4,1,309,0,4,9.9
8.92,5,1,19,0,6,12.9
9.87,1,3,560,0,2,17.3
6.9,4,0,540,5,2,13.6
8.65,3,0,559,1,2,14.3
8.97,5,3,476,3,3,20.0
9.39,2,2,268,5,5,16.9
7.69,2,1,2,4,9,11.6
7.21,1,2,15,2,6,10.4
7.3,3,0,357,5,9,14.7
8.85,4,0,132,2,10,13.8
9.27,2,2,311,4,5,17.7
6.73,1,0,481,1,6,11.0
7.48,3,1,543,2,10,16.1
9.61,3,3,304,0,8,18.8
9.23,1,2,268,5,3,13.9
9.94,1,1,413,2,2,15.2
9.02,4,1,24,4,3,13.2
7.57,1,0,315,0,9,12.0
8.36,4,1,570,2,6,16.9
8.64,4,2,275,4,10,17.9
6.31,5,1,388,1,4,12.3
8.18,3,3,443,4,10,18.5
8.84,3,1,426,1,3,14.7
6.67,3,1,56,0,2,8.6
9.12,5,3,565,4,4,20.2
8.34,4,1,367,3,9,16.6
9.81,4,1,341,5,4,17.3
6.17,1,0,303,3,5,9.3
7.06,5,2,373,3,8,16.3
8.41,1,0,111,3,2,9.0
7.19,5,2,5,5,3,12.5
8.86,1,3,278,3,6,16.6
9.04,2,3,381,1,7,17.6
6.41,3,3,12,4,4,11.6
8.06,3,2,302,0,1,13.2
8.04,4,2,555,3,7,18.6
7.48,2,2,159,3,9,13.7
9.73,3,3,153,0,1,15.7
9.31,4,2,180,0,1,14.7
8.79,2,1,525,3,1,14.6
8.86,3,0,179,1,10,14.3
7.85,1,3,376,0,7,16.5
9.68,5,0,167,4,9,16.4
8.78,2,1,213,4,3,13.5
8.92,4,2,149,1,8,16.4
9.45,2,0,15,5,9,14.0
7.1,4,1,90,2,3,10.7
9.23,2,1,119,1,3,12.0
6.78,4,0,252,3,1,10.9
7.38,3,3,59,2,2,12.6
7.34,1,0,265,3,7,10.7
9.91,3,3,408,4,3,19.4
9.43,1,2,30,0,7,13.4
8.8,3,3,20,3,5,14.3
8.91,3,2,592,4,10,20.6
8.25,2,0,288,1,8,12.9
9.79,5,2,542,3,5,20.9
7.99,4,1,497,4,3,15.3
7.52,4,2,473,0,9,16.6
6.65,4,3,404,3,7,16.5
9.14,1,3,547,5,5,18.9
8.94,4,3,131,4,7,18.1
7.54,4,2,323,3,10,16.6
6.1,2,3,131,0,9,11.4
9.36,3,3,520,3,5,19.7
6.05,4,1,29,3,7,9.7
8.81,5,2,300,5,9,18.5
9.88,4,1,3,4,1,14.3
7.75,1,3,324,2,4,14.5
6.94,1,3,508,3,1,14.7
8.82,1,3,236,2,8,16.3
9.27,4,2,534,1,3,18.5
8.19,2,0,15,3,2,9.1
9.87,5,3,533,2,4,21.1
6.21,4,3,583,1,3,15.1
8.02,2,3,445,5,5,18.1
8.87,2,3,502,4,8,19.9
9.45,4,2,229,3,10,18.7
6.72,4,0,106,4,8,9.9
9.2,2,0,388,1,7,14.6
8.21,2,0,262,4,8,12.4
7.59,2,3,562,4,5,16.8
6.53,4,3,64,0,10,12.5
9.46,2,0,264,1,10,14.2
6.63,1,0,337,4,6,10.6
7.24,4,3,300,2,8,16.2
7.16,1,3,377,1,1,12.3
9.49,3,1,174,0,6,14.1
